idID	Text	Label
11348	@USER Go to la casa de las micheladas!!!! They have some crazy ass ones!	OFF
11166	@USER why do conservatives have such a hard time testifying?	NOT
17625	@USER there is no way she is 26 wow drugs maybe who knows	OFF
14570	@USER thanks for the following and together we can help MAGA and KAG and we can make our Great State of Texas even Greater by encouraging everyone we know to vote Red	NOT
75372	@USER @USER @USER @USER @USER Unfortunately some democrats and their supporters have shown support for antifa and lied by saying they were protesting peacefully	NOT
97939	@USER even he is conceding his own spot. URL	NOT
38180	@USER Much suckage if bad. And it don’t look good.	NOT
26379	Are all the republiKlan maga wearing traitors going to dig through their childhood toy chest just to post videos of burning #Ernie &amp; #Bert dolls? #ernieandbert #SesameStreet #Toad #MarioKart #TraitorTrump #traitortoad	OFF
12332	@USER @USER does that mean He still our #superman ? Pleaseeeeee say he is 🙏🏼🙏🏼🙏🏼🙏🏼	NOT
60696	@USER CREEPY!	NOT
91488	@USER @USER @USER Antifa lives!	NOT
17564	@USER I told myself this but no matter how much I try life keeps biting me in the ass	OFF
48396	@USER High class Vogue!!	NOT
25440	@USER @USER @USER She?  To whom are you referring to?  Hillary?  You know what is tiresome?  Bernie supporters bashing Hillary Clinton.  She is an actual Democrat who raises money for the Democratic Party and doesn’t bash them.  She has a positive message.  So who is dividing the left?	OFF
77777	@USER He’s Alt-Left. None of them use logic or make sense	NOT
59555	@USER These people are absolutely insane! Liberals have been attacking white men for years and it is getting worse. The path they are pushing for will create another civil war which there will not be a recovery AND they are too damn stupid to see that.	OFF
67851	@USER @USER Antifa Slim is obsessed with Trump.	NOT
20789	@USER @USER HE IS SO GOOD and so is Titus Welliver as Jimmy O and he also responds whenever you tag him in stuff so I don’t want to bug him	NOT
95988	@USER @USER @USER The are the party of violent liberal ANTIFA with their KKK hoods beating up strangers they know nothing about. They should have stopped that a long time ago &amp; quit funding it. I have trouble believing anything they say or that they actually care about any of their causes.	NOT
56704	"@USER @USER Sure , because THEY are being exposed for their filth &amp; constant coverups of ABUSE! Why do a vow of celibacy &amp; purity?"" Maybe, its just a giant sleaze fest at the Vatican &amp; elsewhere. Just Join the priesthood if your a pedo, so you can have permission to abuse?? #TruthJustice"""	NOT
78052	@USER He is safer than a bomb shelter this year and next.	NOT
61278	@USER @USER You are correct. My old eyes don't seem to work so well anymore.	NOT
41693	@USER please come back! You are missed on the field!!!! Annnnnnnnnnnnnd I love you too💙 #AlwaysACowboy #NFLSunday #CowboysNation #DEZBRYANT #88	NOT
37815	@USER Flawed logic. Some/many liberals would identify as Christian. Because this is America and that is the dominate religion. Look at some stats before you make overgeneralization. Take your crazy else where.	NOT
63169	@USER @USER i dont think moral psychology can fix the core problem. and using the David Brooks model to pander to the right wont fool them for long. URL i think the right embracing fascism to survive is a very real possibility	NOT
60566	"@USER GIVE ME A FUCKING MIC"""""	OFF
48047	@USER I get what you are saying Brent. But Auburn had just lost the SEC championship game. You know bowl game are a lot of which team actually wants to be there	NOT
40010	#tcot #MAGA Complacency kills. Vote in November URL	OFF
81087	@USER ??? what the fuck ??	OFF
81331	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Hahaha by telling me to stfu?  So hurt 🤣	NOT
94456	@USER @USER He's been trashing all along even to our allies.	OFF
74575	@USER @USER Endless Dreg here...😀😀😀😀@USER 🇺🇸🇺🇸🇺🇸#MAGA    &gt;&gt;&gt;&gt;&gt; @USER &lt;&lt;&lt;&lt;&lt;&lt; Pervert supreme of society	OFF
90908	@USER @USER @USER @USER @USER @USER @USER @USER @USER Yes! You are!	NOT
86817	@USER @USER @USER I think staff is top 5-6 too. Ben is just getting old and run down now but to say he is trash is crazy talk. He’s had a good career. Partially because the Steelers have always been a good org but he’s done his share to help also	NOT
77450	I Followed @USER   I was # 4K ‼️Congrats‼️ #NRA #TrumpMan #MAGA URL	NOT
82225	@USER @USER Is it an act that DOJ employees are stalking Trump appointees and hitting them with staged protests? Is Maxine Waters part of the plan? Antifa? AG Sessions is not a part of any Plan. He's Stonewalling and protecting the status quo.	NOT
11977	"@USER @USER Billionaires making donations to Democrats don't help advance any left wing causes, they simply cause Democrats to act in the interest of billionaires, just like Republicans, regardless of the absurd conspiracy theories Alex Jones and PJW tell liberals"" like you."""	NOT
43133	@USER @USER Unfortunately in America a system like that would be called racist. Liberals believe exams are racist against minority groups.	NOT
38843	@USER @USER @USER If you think I was referring specifically to you then you misunderstood. You attacked someone without a uterus saying they have no say on reproductive rights. Using that argument then if you do not own firearms you have no right to comment on gun control.	NOT
68181	@USER @USER When tRUmp posts shit like this you know that he is distracting from something else that is going on. #Distractification	OFF
65079	@USER Fuck yeah you are!!!!	OFF
48061	@USER And it’s always during active play! Sit your butt down people!	OFF
42560	@USER 🤦🏾‍♂️🤦🏾‍♂️🤦🏾‍♂️ they need too but he is wylin right now sitting out like this	NOT
42904	@USER Strength is letting go of the universe. You are not your thoughts.	NOT
85045	@USER haaaaaa cause it never happened so if ye gonna tweet shit make sure it’s fact kid 🙄	OFF
20618	@USER President Obama?  Did I miss something about this?  He still believes he is President or is it you that isn't able to accept reality?	NOT
17407	@USER @USER An excuse for conservatives to do nothing.	NOT
92000	@USER She is full of it. She will go for it.	NOT
87495	@USER I am not running off so to speak. It’s just how it works. You are all healed. My job is done. It is the way of our world. They are expecting me back. ~ sighs and takes a deep breath before straightening out the non existent wrinkle in my shirt~	NOT
45820	@USER And the unexplained 42 murders associated with her mother are pro christian?	NOT
30789	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ty. You are welcome. #MAGA	NOT
16290	#stopthebias  against #Conservative #Republican #Trump #Freespeech supporters coming against #twitter ban. To slow down #liberals reporting us is to have a few million of us to report in big numbers to keep Twitter so busy the the liberals complaining be losted in the traffic	NOT
35442	@USER Disgraceful	NOT
72471	🛑 Truthfeed News 🛑 👉 'JUST IN: FBI Deals Yet Another Devastating Blow to Democrats on Kavanaugh’s Accuser' #MAGA￼🇺🇸#2A #Prolife URL	OFF
37636	@USER Considering Puerto  Rico didn't have electricity on 70% of the island before the hurricane....im wondering who left her brain on the tarmac in the sun for a year?  Probably Trump or Baron I assume.	NOT
92854	@USER @USER Yes she is!!!	NOT
26503	@USER The DAILY Vitriol and Hatred Spewed by SCHEMING Liberals is meant to Incite precisely this type of lunacy.	NOT
97799	@USER she is the only (semi?) important girl chara so ig thats who normie fans relate to? like also its teacher/student which is an obvious straight ship	NOT
40324	@USER Bird ass URL	OFF
57137	@USER a few comics i never met i REALLY want to meet now and he is one of them ha	NOT
26206	@USER @USER She is so gorgeous @USER 😘😘 URL	NOT
38508	Political Unmasking of Team Trump Must Be Prosecuted - American Thinker   URL  URL  #MAGA #PJNET #KAG #TrumpTrain #TrumpTrain2020 URL @USER TW055	NOT
31791	@USER Hell no!!!	NOT
87173	@USER @USER @USER @USER Yes he is! #StopKavanaughNow	NOT
41306	@USER Antisemitism is alive and well in the UK!	NOT
94241	@USER He is an evil godless man.	OFF
83931	". . .If you actually d i d expose that, I'd be questioning you.""  She's shifting a little, exhaling rather shakily. She is tempted to shush him.  (How cheeky). URL"	NOT
71799	@USER @USER Best Remedy = #BING !!  AND...#NeverVoteDemocRAT N E V E R!!  ** #MAGA2018 **	NOT
77518	Breaking news. Listen live at 1pm CT at URL #MAGA URL	NOT
43944	@USER why is this relevant whatsoever? Might as well let us know when someone has a pack of smokes or a 6 pack of beer in the fridge too while you dipshits are at itTabloid garbage ffs	OFF
40350	@USER @USER @USER She is talking about herself dude...ignored.	OFF
83141	@USER @USER Yes we did	NOT
47969	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Because of Antifa. 🤷‍♀️	NOT
11326	@USER sick of white neo liberals speaking for Black people saying they all love Hillary. They are so deluded. It’s like they just rep ‘black lives matter’ so they can appear woke enough to keep railing against Bernie supporters. Because you know they didn’t care b4 Hillary lost 2 trump	OFF
87366	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You ladies always make me smile..if you know what I mean 😛	NOT
56475	@USER @USER Gun control at its finest. If that cop had a gun he wouldn’t have been vulnerable to this thug attack.	NOT
52998	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER I LOve pointing out to ANTiFA shit bags that they are in fact the thugs they claim to be against. URL	NOT
21076	#Funny and #Hilarious #Meme for #Brexit people to deal with #Remainers .. as they simply have failed to put up a single argument and I am sure they are all #Leftists  #HardBrexit #MBGA #MAGA #MCGA #MEGA #Conservatives #Patriots URL	NOT
42956	@USER If they picked a more suitable song it would be great	NOT
51408	@USER @USER PURP HE IS CHRIS.... IM THE REAL CJ UNTIL FURTHER NOTICE 😂 #PSA	NOT
26198	@USER @USER just wanna make sure you see how we're basking in the booty	NOT
42523	"@USER No prison time for you. You're going to get McCain-ed""   😂🤣😂            #DeathPenalty  #Treason  #Pedogate #MAGA #QAnon"""	OFF
56484	@USER He's qualified. 😂😂😂😂	NOT
29719	@USER @USER A must read! URL	NOT
31191	@USER @USER YOU should be FIRED... You are dead to the public for your FAKE NEWS Why don't you show him approaching the crowd? Scared ... If you can't stand the fire Get Out of the Kitchen....	OFF
46201	@USER Yes Melania is wearing her I DON'T GIVE A S___T JACKET AND DONALD CHUMP IS WEARING HIS GO F___K YOURSELF JACKET JUST LIKE ALWAYS. HE SAID THAT GOD TRUMP IS IN DA HOUSE AND HE IS ABOVE THE LAW. We did a marvelous job in PR many went without electricity for 6 months but it's cool.	NOT
11852	***William Molina Romero has been located safe and sound. He is back with his loved ones thanks to a community member spotting him. Thank you all for keeping a sharp eye out and ensuring his safe return home.*** URL	NOT
93781	@USER @USER @USER this crossing proves very little. It only goes to show many are disgruntled with the lack of leadership of @USER .. But understand Mr. Scheer there are many conservatives disgruntled with your lack of vision and leadership. Hence @USER #cdnpoli	NOT
44298	... a bunch of self-aggrandizing liberals in fancy dresses mocking Trump.” Except for the fancy dresses, sounds a lot like the Dems who are trying to lynch Kavanaugh... #politics #MeTooWitchhunt URL	OFF
73842	@USER Yeah she is and oh I’m working that day but we will plan it!	NOT
52818	@USER @USER Action talks and BULLSHIT walks	OFF
42570	@USER Oh he is compromised 1000%. An outspoken critic of trump now is trumps water boy. Either trump got info via private eye or Putin’s got the goods.	NOT
83612	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER No he is the the bodyguard....	NOT
72508	@USER @USER Not now Hell no he offered that last year no go now.	OFF
43432	@USER @USER Neither do conservatives with May at the helm	NOT
14041	@USER sometimes you get what ya ask for	NOT
37659	@USER @USER @USER Clearly you are right about flaws but why are there DOO trains on this route and RMT are striking on SWR where there are guards — they have obviously agreed to the DOO principle so cannot understand the striking	NOT
18068	@USER By citizens he means democrat voters...	NOT
70914	@USER @USER Also he is not even ACCUSED of rape.	NOT
23899	@USER Where is boy wonder on gun control?	NOT
29497	@USER Yet she is fat herself.	OFF
70493	@USER @USER Mine go drafts too. @USER stop this crap I'm gathering proof your censoring conservatives	OFF
52341	@USER @USER @USER @USER @USER I have listened to her before an have come to a conclusion.......SHE IS A TWIT....an NY TIMES doesn't  get any of my money....	NOT
40962	@USER @USER SHE IS THREATENING AMERICAN CITIZENS SHE WILL KILL WOMEN ARREST HER	OFF
92663	"@USER Truly. He had that sly, self-deprecating humor and swagger. Like you said, very American""."""	OFF
86331	"@USER So wait. Conservatives are crying about needing their safe spaces"" all of the sudden. How liberal elite college of them."""	NOT
47976	@USER @USER @USER How did we get from antifa violence to charts on gun deaths and Trump? You keep moving the goal posts. From defending antifa violence by posting  60 year old kkk statistics and claiming that there is a threat to Democrat rallies like the violence  Republicans experience?	NOT
43540	@USER FUCKOFF YOU BEEN KNEW IM SCARED OF HIM@	OFF
29658	@USER When they’re reviewing plays he is insufferable	NOT
27269	@USER @USER I believe that Melania Trump is an abused woman maybe not physically but definitely mentally by an abuser husband and she is afraid to speak out against her abuser.	OFF
20416	@USER He's butt hurt just like HRC.	OFF
65267	.@USER molested me 35 yrs ago when I was 11yrs Old. I didn't want to say it till now. She should Thrown in jail. According to #Liberals &amp; #MeToo you have to accept my allegations blindly. There I said it #ConfirmJudgeKavanaughNow #SenatorFeinstein #DemocratsHateAmerica URL	OFF
51800	@USER imagine unironically believing that liberals support antifa	NOT
42088	@USER @USER This is absolutely hilarious. Liberals are so predictable.	OFF
21854	@USER Eli is what he is at this point average at best	NOT
19179	@USER @USER @USER @USER as of right now my only solid position is that the NRA has become far too influential in politics and as a result they have delayed the desire for gun control for about 20 years.	OFF
40253	"@USER Fascism of the right is fully represented by the @USER and protected by the @USER who hold the left"" to account with their threats to tax havens."""	NOT
30198	@USER Check in at the Fake Shooting. URL	NOT
44020	@USER @USER @USER @USER The UK only has a fraction of the population &amp; had a fraction of the number guns we do not to mention a gun culture &amp; demand of which there is ample supply here. UK type of gun control will not work here but will exaserbate the gun problem.	NOT
44459	@USER @USER How about sensible gun control?	NOT
65788	@USER She's sexy as hell and tough too👍👍👍👍	NOT
66566	@USER .@USER can’t leave fast enough.  It’s “conservatives” like him that have caused so much frustration among @USER  #RINOs with no backbone propelled @USER presidency!	OFF
92701	@USER She is just great. As long as she wins the title eventually	NOT
97856	"#GunControlNow is running a hit piece on the CMP.  The CMP teaches gun safety to young people, promotes responsible gun ownership, and doesn't sell any of the so-called assault weapons"" banners are targeting.  Are we clear on what gun control is?  URL"	NOT
81306	@USER @USER He'd probably get his face bashed in by a horde of angry Antifa armed with lead pipes.	NOT
66159	@USER BONO  IS AN ASSHOLE.	NOT
63429	@USER @USER @USER @USER LMAO. Conservatives lecturing about conspiracy theories. THAT is funny.	NOT
39339	#TuesdayThoughts Got a gut feeling TWITTER is now in the gunsights of the Government and President Trump for Anti-Trust violations censoring and shaddowbanning Conservatives --- watch for Big News coming out soon.	NOT
77444	@USER @USER Oh noes! Tough shit.	OFF
59575	@USER @USER @USER @USER Oh wait now I get it. You two are ANTIFA!	NOT
99633	@USER Don't forget the ILLEGALS you are fighting for with tax payer money.	NOT
63371	@USER Doing soooo much better than the big Zero and his losers	OFF
96837	@USER It's time the #Conservatives #binnedBoris and sent 'lyin Lynton back to Australia.	NOT
14490	@USER @USER @USER @USER Bank deregulation happened under Gordon Brown with his dramatic changes announced in 1997 (not in manifesto) including independent central bank and removal of @USER supervision of financial sector. How old are you? Who taught you this rubbish version of history?	OFF
36571	. @USER ALL I HAVE TO SAY IS I #TasteTheBARBIERAINBOW &amp;  facial expressions were everything I see you 👀 #ROMAN THIS VIDEO WAS #LEGENDARY YOU ARE A FUCKING #ICON #BarbieDreamsVIDEO URL	OFF
31194	@USER You kept a SCJ seat open for over a year with Merrick Garland. It is not fair to push Kavanaugh thru. He is the most unpopular nominee ever. The American people deserve better than this. The woman deserves better than this.	OFF
57449	@USER @USER The Republicans are against Nancy Pelosi because she is for the working class. They demonized her because she doesn't help the rich. Thank You Nancy for your service and being for the little guys.	NOT
64836	@USER @USER The burden of proof is on Ford. She should put up or shut up. She is not credible by any stretch.	OFF
64987	@USER @USER Yes!!!! Antifa too!!!!	NOT
91015	@USER @USER @USER It is metallic color. Tomorrow I go to get it😇 It was my birthday gift😂	NOT
35233	@USER It was litterally the best i could ever ask for you are SO sweet and funny and cute and gorgeous and omygod my heart is full	NOT
59982	President Trump flying into Las Vegas to host MAGA rally URL	NOT
36137	@USER What the earthy fuck is RACKET ABUSE??????  A fake-ass penalty. Have you ever put down the donuts and watched a men's match??????	OFF
49969	@USER You got this. Whatever the problem you are strong enough to overcome it. It gets easier everyday.	NOT
71996	@USER @USER Latino Conservatives=Self-Hating Freaks	OFF
77146	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER It was surprising how fast Reagan passed gun control in Cali when the Black Panthers armed themselves.	NOT
90363	@USER @USER @USER Rooney wont do anything.  He is the one that needs to take some action.	NOT
64213	-Being on food stamps  -Liking boys/girls or liking both -Not knowing who you are -Your body size  -Not knowing something  -scared to ask for help -Not dating someone  -What you wear	NOT
90500	@USER @USER @USER @USER @USER so it is ok for Congress to take away the Constitution like they did?     you realize Congress just took away all gun control laws when they threw out Article 4 Sec 4 US Constitution....  ALL gun control laws come from there	NOT
64051	@USER Apparently she was a diva when she was with heathers and I think she might’ve gotten fired for it? And she said something like 2 years ago that people took as being trans or homophobic I don’t remember	NOT
72850	@USER Eric Holder was the perfect Att Gen for the OBama administration. Not an ounce of human decency in his bones.	NOT
66104	@USER @USER I'm talking about someone from a historical background and heritage of Guns. She a Roman catholic... They are generally all for gun control. You do your research sir.	OFF
89052	@USER @USER @USER Its her job to do that he is not her pr guy.	NOT
72096	@USER Greenie she acted like a spoiled elitist brat. She got the point taken away as she deserved. If she was good enough to win today it shouldn't have mattered.  She is an icon and one of the most admirable women I've ever seen in sports. She had a bad day. Move on not newsworthy.	OFF
36817	@USER @USER This guy embezzeled at least a trillion dollars from the american people he is a divider of people he is full of hatred for the american people this guy cant be trusted look at our people that was in bengazi  they trusted him and most of them died	OFF
54436	@USER Buh Buh snowFlake	NOT
53263	@USER Liberals have to sexualize everything.	NOT
81338	@USER @USER I just don’t get it . At least bring him in talk to him work him out feel him out what could the harm be you might just be surprised and sign him if he is what you think he is then don’t it’s just being smart	NOT
80685	@USER @USER Where does Mrs May get her 'cunning plans' from? URL	NOT
37572	@USER @USER @USER @USER @USER @USER They can’t. His a sheep. Just follow along with fake news and put everyone who can think for themselves as KKK. Antifa wannabes	OFF
32894	@USER it’s like saying you’re pale! you live in the north pole! bitchass dipfuck	OFF
75998	@USER @USER Let's focus on gun control laws and then focus on the border wall and get the money from Mexico	NOT
17941	@USER that shit different frfr.	OFF
34781	@USER @USER @USER Im not excusing his actions but the counter protesters had no right to block the streets  They are partly to blame as well  2 wrongs dont make a right just like antifa going around physically assaulting people and using weapons to hurt people  But your k with one side doing it	NOT
97928	@USER Weird how Antifa thugs attacking regular people (aka the far right) never gets reported. No wonder Sky News’s ratings have plummeted by 37% since 2012.	NOT
87273	@USER More like what I’m missing... lmao I’m just bitter about being ignored yet again and I’m ignoring her because that’s what I’m like but it’s so hard not to message her 😭	NOT
69948	"@USER @USER So @USER is a BJP leaning intellectual"" but so called liberals are not Congress leaning ""intellectual"" and you are definitely not Congress karyakarta...."""	NOT
65598	@USER @USER @USER @USER @USER It still won't protect you at intersections - in fact it makes it worse - you are hidden until it is too late. It  makes it much more difficult to make left turns or leave the lane for any reason...	NOT
45258	@USER @USER @USER Over 7 years ....it’s pathetic.	OFF
95792	Remember. Just like we tried to tell you. You don't hear from Roy Moore's accusers anymore. They're running the same play. #ConfirmKavanaugh #MAGA #ChristineBlaseyFord	NOT
80439	@USER Disgusting!  That tells you more than anything that we need law n order and that's conservatives n Kavanaugh!	OFF
56265	@USER Send down all of the resistance and antifa members along with the democratic party since this is what they wanted anyways!	NOT
40662	@USER Fuck the NFL	OFF
38087	@USER Did he complain about gun control afterward?	NOT
88589	@USER Correction: Antifa - PEACEFUL Protesters	NOT
82629	@USER @USER How do I connect my USB token to an iPhone?	NOT
62378	@USER @USER Assuming that he made the statement: Antifa is not an organization with a spokesperson. It is a diverse group. Bray cannot justly claim that he represents Antics.  I ask again: Who is Antifa in your opinion? How are they organized? Do they reckognize Bray as their spokesperson?	NOT
50550	"@USER I am trying to make a point. Many people who hate the liberal and ndp party are conservatives. And all conservatives care about is money. They don't have to ruin the environment and discriminate against others because of money"""""	NOT
91693	@USER All you do is lie. All congress does us lie.  MAGA.	OFF
16574	@USER Wow Antifa turning on her too?	NOT
70836	@USER He might want to visit New Mexico where there are 5 radical Muslim.	NOT
10455	@USER Smearing Supreme Court Justices now?   What's next for the ultra-left nazis liberals.	NOT
41368	@USER Shocking.  Consider most of the country wants smart gun control. Not the Wild Wild West like you espouse.	OFF
60350	"@USER It's the same slippery slope"" argument used very successfully by the gun lobby Margaret. Sure it's way outside the normal conversation but probably 60% of the country buys into that narative about gun control.  So what's the difference if the Women's lobby uses it?"""	NOT
43083	.You cry baby liberals will have Trump for a total of EIGHJT GREAT YEARS!!! GET OVER IT. #MAGA URL	OFF
95606	@USER Oh fuck this is me. I am a tmi queen on some things because it controls the conversation subtly but god help you if you comment in my habits or decisions I swear to god	OFF
31850	@USER @USER well done so many people will benefit from medical research hope it all works out matt #maga	NOT
72604	@USER Omg that’s fucking crazy.	OFF
35478	The party of Bill Clinton and Ted Kennedy are accusing Brett Kavanaugh of sexual misconduct while he was in high school.  Think about that Irony for a moment. #MAGA	NOT
86455	@USER I know but look outside the box its like when Rush Limbaugh lost his shit. They remind me of each other so in my head its funny.	OFF
34510	@USER @USER @USER Bullshit! Regulations are good because it keeps conservatives from striping our land into the Abyss	OFF
84971	@USER Right!? Good grief...he is just perfect 😊😘❤❤	NOT
45744	@USER I do i do buh if u really know me you would know Khabib is my guyyyy. He is gonna make him humble	NOT
88011	@USER Drill baby drill	NOT
71846	@USER IHMYKGODOOSJ HE IS THE EPITOME OF BEAUTY	NOT
13906	@USER slap the shit outta her	OFF
70525	@USER Poor Baby.  This is why you and your entire network CAN NOT be trusted.    The only people still watching CNN are brainwashed liberals and demonrats. URL	OFF
39683	@USER 2018-09-14 23:56  Congratulations! You are on no blocklists that we can find by scraping publicly available blocktogether lists  Please check my follows for people incorrectly blocked - URL	NOT
94731	@USER It has been being de-created slowly and stealthily since the CONservatives came to power... Hunt's done a sterling job.	NOT
50999	@USER @USER @USER You forgot the sarcasm tag kid. Some people are ignorant enough to think you are serious	OFF
19842	@USER Who are “they” Gun control has been tried and is a proven failure. This is why people don’t vote democrat. They refuse to admit reality. Gun control doesn’t work.	NOT
42541	@USER It’s a disgrace and @USER are in danger of imploding if they don’t remove @USER	OFF
68792	@USER @USER Long time prisoners will also have a hard time while he is there.	NOT
64013	"@USER How about he start some get informed"" classes for his uninformed players."""	NOT
50332	@USER how? how is this in any way shape or form...	NOT
41913	@USER @USER All the news outlets can continue to write stories about Michael Moore and what he says but I’m one of the millions that don’t really give a hoot about Michael Moore and what he says	NOT
36709	@USER I hope she stays safe and she is a brave soul. I'm on the coast of NC and will be staying put for now. I am scared but I can't leave without my hubs. He has to stay and man the prison he works for.	NOT
69238	@USER @USER @USER The holy spirit is given when you are saved	NOT
19520	@USER And this traitor thinks he is?	OFF
18594	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Has to with the revelations of what the liberals have been up to. URL	NOT
60451	@USER @USER A voice from the frontline of domestic violence that the gun lobby cannot drown out. #cdnpoli URL	OFF
25326	@USER @USER A bunch of liberals.  They can’t deliver	NOT
29979	@USER @USER Liberals own education in this country.  The faults of education lies on the federal socialization of our schools and the unions power over school boards.  Look where the worst schools are...	NOT
84144	@USER Comedians are supposed to be funny!	NOT
73829	"@USER Scary movies are terrible, I get jumpy and end up crying when something pops up.""  She didn't mind going out, if that is what he wants to do she is completely okay with it. Maybe a night out would be good for them.  ""I am a pro ice cream eater. I used to eat it daily."""""	NOT
94554	@USER You are a Communist state controlled newspaper.   Very much like #ANTIFA would love to see.   And your country executes people who dissent with your support.   Enough said.   Get off my twitter stream	OFF
78912	@USER @USER I guess it’s time to get divorced just so we can keep more income. How silly is that. Liberals have no clue. Make it so all Canadians can benefit not just divorced couples. #whatareyouthinking?	NOT
50647	@USER Convincing conservatives (loosely defined) to have this change of mindset is definitively crucial to win. And the change will come regardless anyway...it's just a matter of it it will come before it's already too late.	NOT
25291	@USER I see. It's a damn shame how delusional he is. He's gotta be the worst. Even more than those Boston Ben stans	OFF
64050	@USER @USER @USER Hahahahaha!! really?: Stiglitz is Nobel prize 💡. You are a simple stockbroker 💩😂.	NOT
31263	@USER Did she make some sort of sexual or foul joke? Liberals really like making her do that	OFF
32565	@USER @USER @USER @USER @USER He needs to speak to someone about all that anger he is harboring!!  Cause that should not have made him explode like that. He has some underlying issues. Lordt 😂😂😂	NOT
26951	@USER @USER @USER @USER I will be over there to visit her tomorrow!! She is awesome!!	NOT
77032	@USER @USER Great information!!! My husband has a SMI. We are very thankful he is doing ok. Many are not and it is heartbreaking. I was diagnosed almost 25 yrs. ago and we don't seem to have made much progress in all that time. I learned a lot from you. Thank you!!	NOT
19750	@USER If gun control worked Chicago would be a safe place to live	NOT
78524	.@USER   You're stripping Americans of citizenship?    Attacking the poor again as well - home births being more affordable.  My little niece was born at home - unplanned drama. She is 14th generation proven +native. You're going to challenge her citizenship? URL	NOT
65103	@USER @USER @USER @USER Antifa is banned by the central commitee for they are not proper socialists. More pinko then red.	NOT
43126	@USER He went broke and got propped up by white liberals in Hollywood. That’s white privilege all day long. Stop defending coke head Tom Arnold.	NOT
88575	@USER @USER She thinks she can run for President.  These Democrats seem to always forget there is video tape of all the stupid things they do.  She is irrelevant!  SCOTUS will be confirmed and America is on the path to recovery from the 8 years of Obama!😎🇺🇸🇺🇸🇺🇸	NOT
66106	@USER @USER It’s ridiculous. All the sock puppet accounts apparently have marching orders to start a boycott of the film. A lot of MAGA snowflakes. 😐 Thankfully most of them are on our list of known sock puppets so blocking the rest wasn’t hard.	NOT
63594	@USER @USER @USER Are you wanting gun control for LEO’s?	NOT
49818	@USER I am a big time Conservative and staunch believer in our constitution. I am also a supporter of you. What myself and many conservatives are starting to feel is that Republicans in the senate do NOT have the stomach to fight for us and against the left. Too soft.	NOT
24531	@USER Happy Birthday(s)!	NOT
87193	@USER Hell fuckin yea	OFF
60658	@USER @USER @USER She is a terrible person.	OFF
72043	@USER @USER He is URL	NOT
49780	@USER Lmfaooooo foh w that free thought shit Lmaoooo	OFF
45405	#Tories #Labour #GE2017 #Conservatives Conservatives URL theresa_may: We have three fantastic shortlisted Conservative candidates for Mayor of London in ShaunBaileyUK andrewboff and joymorrissey - all proud advocates for London. If y… URL	NOT
55266	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You're welcome Bob! I hope you are having an excellent Wednesday!	NOT
75100	@USER The GOP has blood on their hands. GUN CONTROL!!!	OFF
79993	@USER @USER @USER @USER Well I just saw this and clicked on Bens link to see who he is and he has me blocked and I've never heard of him before.	NOT
76992	@USER @USER @USER One from Adelaide and one Antifa. I now understand why your both so angry.	NOT
48992	@USER Thank Mr. President.  Please declassify the docs closer to the election so we can all see how corrupt the Dems are.  MAGA.	NOT
16360	@USER @USER Don't be so humble...  You and your liberals here on twitter do nothing but divide Americans... you deserve the credit.	NOT
21151	"@USER @USER @USER Give me a fucking break. Liberals are so selective with their false outrage. A turd of a president gets rightfully railed for saying, grab them by the pussy"" decades before but a Hollyweird gets a pass for saying ""fuck the shit out of the boy next to him"" gets a liberal pass? URL"	OFF
79582	@USER @USER Is now a good time to talk about mental illness and gun control? Asking for a very concerned friend.	NOT
67144	@USER Maxine is just a mean spirited woman. I can't imagine the demons she is dealing with to have that much hate &amp; craziness in her. #CrazyMaxine	OFF
49109	@USER Oh well. Its tje liberals and socialists who have made drug addiction fashionable and doable with “free” supplies. How bout some $$$ for diabetics who face ongoing supply costs? No?  But we forced to pay for these losers?	OFF
