ID	Text	label
33730	@USER @USER They’re doing it deliberately get rid of the minions problem solved they couldn’t give a monkeys.	NOT
32933	@USER Yess URL	NOT
85638	@USER All those poor conservatives going to be asking for government handouts and relief.	NOT
49300	@USER Well your a tool for the liberals so I’m not surprised you don’t see. Pretty much a tool in general...	NOT
19626	@USER He is competing for worst president again.	OFF
89868	@USER He was saying niggas who say they boycotting Nike for the military are racist because the military fuck with Nike 😂	OFF
49383	@USER sis Mandys no nose havin ass from the grim adventures of billy and Mandy can smell that shit wheeew URL	OFF
18103	@USER Wow...  She is destroying the life of a guy. She has filed a case. Her father ia going to court and she has not get any summons.  If she had already stretched this. Seems like she has done something wrong.  Police shld take the matter forward.  Whoever is guilty shld b punished.	OFF
88002	@USER Hillary Clinton will be POTUS..Oops!	OFF
88751	Reminder that there is nothing fiscally conservative about MAGA. URL	NOT
96014	@USER you are a legend and one of the best presenters on @USER  We want to see!	NOT
87589	Along with Occupy Wall St and ANTIFA URL	NOT
23928	@USER Which blood if you like baff in the blood you dun see am. Breez and nips is that you are looking ehen that one you just looked at nao ehen 😆😅	NOT
28679	@USER Shameful.  #NRA is spending over a million $ to get Kavanaugh installed.  Gun control isn't his pot of Tea. URL	OFF
37576	@USER @USER of coarse he is alex and many other nation leaders are as we;ll lapdpgs URL	OFF
95046	@USER @USER You are making crap up- no Dem I know wants to abolish ICE. We don’t believe rich people should be the ones getting tax breaks. Bankrupt Medicare? Total nonsense. You lie as much as Trump	OFF
40126	#God The Media Using Criminals as Heros to Push for Gun Control	OFF
52687	@USER See...it's not gun control we need. It's Leftist Liberal Control. Guns don't kill people. Idiotic Immoral Leftists do. #LiberalismIsaMentalDisorder #DemsAreDangerous #WalkAway	OFF
58505	MAGA Mike Mack has the funniest tweet ever. I know he's  pissed but it's funny #jonesout URL	NOT
12477	YES! @USER Where We Go One We Go All 💪🏻 💪🏻💪🏻 #WWG1WGA #TheGreatAwakening #MAGA #GodBlessAmerica #GodBlessHumanity	NOT
13747	@USER @USER He should be in potters field by now	NOT
92452	@USER @USER Show me who is saying that the alleged rape is her fault. Pretending that swathes of conservatives are blaming the victim for rape is a disgusting straw man.	OFF
69441	@USER Fuckin poisonous group of people. As soon as someone hands me a hat with a propeller on top... I'm out.  Find another company to work for lemmings.	OFF
43345	@USER BACK OFFF HE IS MY BEAN	NOT
20840	@USER He is an idiot and not very smart either.	OFF
53633	@USER Oh well yes goes without saying you are the ultimate Superman 😁👍👏	NOT
45852	6 people are dead after shooting spree in California ....AND LORD FORBID WE SHOULD TALK ABOUT COMMON SENSE GUN CONTROL MEASURES...OH NO!!! 😱😱😱😱	NOT
51377	@USER you are most welcome!!! #WhysJamesCryin???	NOT
42402	@USER @USER And yet he is allowed to. Congress is supposed to be a check on this clown. If we get control of Congress you folks have to write some laws to prevent this happening again.	OFF
30046	@USER That said. You are right about those who do put themselves forward to read the job description.	NOT
97667	@USER You ready for crazy ass racing tomorrow???	OFF
66385	@USER When atmosphere turns greenish tint from greenhouse gases and humans eat humans in candy bar form maybe I’ll care. MAGA!!!!!!!!	OFF
86012	"#guns #2A A Second Amendment Zone"" is Ridiculous. So Are Concealed Carry Laws – Daily Utah Chronicle: The latest installment of the nation’s endless debate on gun control recently surfaced on the University of Utah campus. A g URL URL"	NOT
99477	@USER @USER Hopefully he won't because he should learn a lesson...and there should be better gun control by then...if he did and something happened he could end up in jail...that doesn't seem fun...hope he turns his life around for the better ..will he go to foster care?	NOT
42115	@USER Cher is helping Republican party by her unhinged rants...	OFF
82993	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You are about to get on the map!  This Safety is legit! @USER @USER @USER @USER @USER  @USER	NOT
95811	@USER @USER Irony alert. Didn’t the @USER under Thatcher sell of most of the council house stock and now they are trying to replace it. What a joke these people are	NOT
21601	@USER Conservatives try to get votes by promoting freedom and getting government out of your lives.  Deep state Dems try to get votes by triggering mass shootings and scaring people into voting to have their right to actually defend themselves taken away.	NOT
73079	@USER but you ARE listening to Grandmaster Trump	NOT
51961	@USER @USER @USER @USER This. Is. Not. A. Trial... was exactly my point. She is not obligated to present evidence there that could otherwise be presented more convincingly in a different environment.	NOT
93824	@USER Lmfaoo! 😭 bitch	OFF
61754	@USER I know a lot of Democrats you wish good things for her butt she turned to the dark side.	NOT
83083	@USER @USER @USER We all know it’s not even close to bribery. She’s using that term to defend her disgusting and disgraceful decision to vote with her party over the American people. I have to wonder how much she is getting paid for the yes vote.	OFF
40115	@USER @USER The Fall of the Church of Rome?	NOT
16745	@USER @USER @USER @USER @USER Hahahah man please pass along whatever you are smoking!!! URL	NOT
12913	@USER you are my favorite person on earth just so you know. If you’re ever hungry and want some food I bought a 40 count of bagel bites from steel yard Walmart and I won’t be able to eat them all by myself so please keep that in mind	NOT
66723	@USER @USER How many liberals will believe Hillary's explanation?  She was the one who worked with Russia on Uranium One plus other questionable activities that should be investigated.	NOT
38416	@USER @USER @USER No. But I am. You are hilarious. Not in a good way.	OFF
47365	@USER Did someone say METH course?	NOT
73496	@USER #cnn will go down in flames with the rest of the liberals.  They are far too clueless to change.	OFF
84348	@USER Ask @USER she is there now!	NOT
15411	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Okay 🤗	NOT
43384	@USER why do conservatives not understand grammar	NOT
96580	@USER @USER This is how libs circle the wagons and protect each other.	NOT
17205	@USER Bullets are cheaper.	NOT
22535	@USER are you guys gonna play “She Is beautiful” tonight?	NOT
45183	@USER You are so right; the person pictured in your tweet has no decency and does not deserve the honor of serving America. He should resign immediately.	NOT
73310	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He looks familiar....serial female abuser maybe??	NOT
62159	"@USER Actually should read as liberal MP leaves liberals for another liberal party"""""	NOT
90499	@USER Grow a pair. M	NOT
26934	@USER @USER @USER @USER Also there to help banks boost their balance sheets post crash. I'd imagine atleast 15% (Maybe more) of current house prices are part of the bank bailout package.	NOT
93178	:) see she is the sweetest! URL	NOT
77710	@USER Almost forgot you was a nigga in ya past life lmao	OFF
60899	@USER Every one of them need to be put away for life	NOT
70566	@USER Liberals with their lies again.	OFF
73968	@USER You are an inspiration and fierce! #healthyliving	NOT
65922	@USER @USER @USER @USER @USER The Liberals same old playbook. It is so old... yawn	OFF
80476	@USER @USER Did he mock a Liberal MP crossing the floor to join the Conservatives because it is evidence that they are basically the same party?	NOT
21191	@USER @USER How many antifa are out there? Do they have classes on being an antifa member now at schools?	NOT
34873	IN HONOR OF #ConstitutionDay  I PURCHASED A #TRUMP t-SHIRT AND A #MAGA HAT  #TRUMPTRAIN #LIBERTY #FREEDOM #AMERICA #USA #LIBERTY URL	NOT
66163	@USER #Liberals are muck rakers. They have NO platform to run on. NONE! Culling vulnerable people from the late decades... of the last century... of the previous millennium... shows how desperate they are to be heard. Now they’re loitering around high schools looking for rumors. Sad!	OFF
44907	"@USER If you are into comedy movies the galpal flick Bookclub"" is both funny and heartwarming! Diane Keaton ,Jane Fonda Candice Bergun and Mary Steamburgen are just part of the fantastic cast! Made me laugh from beginning to end"""	NOT
19123	@USER She is a Skrull. Enemy of The Kree. The Kree are who gave Carol her powers and whose uniform she is wearing in the first few moments of the trailer.	NOT
64885	@USER She isn’t believed because of the lack of evidence she is presenting 3 decades after the fact. Her being a woman has nothing to do with it	NOT
42212	@USER  yet another “good guy with a gun....”🤦‍♀️ WE NEED COMMON SENSE GUN CONTROL LEGISLATION #doSomthing @USER #VoteTheGOPOut #CountryOverParty  Documents: Alleged mass murderer thought wife was cheating URL	OFF
81551	@USER Holder is a known PERJURER and race baiting Obama stooge. Nothing big he says should have any meaning.	NOT
90232	@USER Silly unhinged liberals.	OFF
33441	@USER But you are much prettier .🌞	NOT
41277	@USER Which is why it’s awesome that Kavanaugh didn’t shake that gun control dads hand.  Sorry for kid was killed by a gun but it’s not the future judges fault it happened...... omg white people in cities are silly	OFF
24493	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER You didn’t read the whole thing most white mass shooters aren’t even considered terrorism because there’s no “political” agenda to their murder like Dylan roof	OFF
75568	@USER Oops guess the liberals will call him a racist and a nazi along will all the other names on the book	NOT
41022	@USER @USER Even the most die hard liberals in the media are stepping back from this one.	NOT
95349	@USER @USER Just another tool in my toolbox. It's an inanimate object unless I animate it. It's not gun control we need it's mental health control! URL	NOT
12490	@USER @USER @USER ARE YOU FUCKING SERIOUS?  I AM ITALIAN!  TALK TO MY FATHER WHO WAS BORN IN SICILY OF YOUR RIDICULOUS NOTIONS.  YOU'RE AN IDIOT!  Why do you think the left as Antifa?  STANDS FOR ANTI-FASCISM!  DICTATORS ARE RIGHT WING!	OFF
77611	@USER @USER @USER One word: Antifa.	NOT
49000	@USER @USER @USER So what's your point? Are you saying that UK gun control isn't protecting our children because something might happen one day; therefore we should adopt a US style gun culture?	NOT
38360	@USER @USER Fuck that a bitch needs to have more class you cant act a ass because someone liked a tweet about you it dont matter who you are! #nyfw is not the place to decide to be about that life and run up and throw shoes. What Cardi Did wasnt the issue WHERE it was done was the issue!	OFF
85387	@USER @USER @USER @USER @USER @USER 1) A fetus may or may not become a baby. 1/3 or pregnancies end in miscarriage. If a woman had pregnancy complications that could kill her are Conservatives going to let her dies because the fetus she is carrying has a 2/3 chance surviving?	NOT
38673	@USER @USER Is there no other platform they can us?	NOT
79215	@USER She already proved she hasn’t a clue about things she is legislating so really have no interest in her comments or opinion.	NOT
21728	@USER @USER Another Democrat scam.  Republicans don't fund terrorist groups like ANTIFA to threaten people.  ...but go ahead make it look real	OFF
35446	@USER @USER He is a genius!	NOT
34747	@USER Agreed. If she is telling the truth. And thats a mighty BIG IF.  I was sexually assaulted over 35 years ago and remember everything about the incident. Everything.	NOT
56754	@USER Bullshit there's rich liberals too so what are you saying ???	NOT
94036	@USER @USER Not sure bout Antifa  But  His notion of an Open Society was informed by his mentor Karl Popper  This motivates him to be anti-border and anti-nationalism  Which is fine  He's allowed try shape the world his way  As long as his core philosophy isn't incorrect  Which it is	NOT
25024	@USER Epic fail on that front.  Hopefully she will succeed in the future.	NOT
68238	@USER Good. We can only hope. Keep talking.	NOT
81430	@USER America is better than swamp crud like YOU!	OFF
48837	@USER #maga is just an empty slogan/promise that rallies the sheep towards a hollow shepherd	NOT
22473	@USER He is most impressive at corruption and lies.	OFF
16822	#WeMarchForOurLives  #EnoughIsEnough..what say you @USER @USER we need @USER Solves Guns special... and the USA fall election ( @USER @USER focused electing ONLY those for actual gun control-dump old #DNC #GOP - with #empowerment 4action URL	NOT
59998	"@USER You can probably imagine all the SJW snowflakes that don't feel safe"" working where there might be conservatives lurking in the shadows.  Conservatives are now the Ruskies of the 21st century."""	OFF
22353	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Ok. You win.	NOT
22185	@USER @USER @USER i have heard he is making waves	OFF
23577	@USER Liberals at the trough of America getting free ears!	NOT
60909	@USER @USER Okay Blane. Now get back to your basement and keep making Antifa dresses.	NOT
56036	@USER Oh that’s racist. Big Lips/Big Butt/Big Nose. That doesn’t even look like her. Also she is about 100 pounds to big. It also creates the image of the typical black woman with attitude.  IT’S SO RACIST. URL	OFF
59336	@USER you live in the big dick part cause your gay	OFF
89795	@USER So... Did Angela hook up with a younger guy so she has someone to wipe her butt when she is 75?	OFF
40367	@USER A nothing burger..	NOT
89521	@USER I am not an anime fan by any means but I do like her. She is a cutie	NOT
78863	@USER 😂 liberals know how the avg voter feels like with the bs govts says n dnt do after	NOT
31274	@USER Looks like you are taking the couch tonight.	NOT
48223	@USER @USER The only interaction of Tory volunteers with FCP volunteers that I witnessed today was the one demanding that our float be moved to the back of the parade. #ableg #cdnpoli	NOT
54398	@USER Easiest math class EVER!! 0 character + 0 morals + 0 ethics divided by 0 truth = 0 (Hillary)!!!	NOT
13167	@USER Have you looked in any ANTIFA recruitment centers? Welfare offices? Maybe in one of those tents in CA? Just a thought	NOT
84280	"@USER @USER Democrats want more Gun Control!  I say,   Just go to the range and practice,..  you'll get better "" URL"	OFF
21785	"@USER You are my only friend"" on twitter.  I joined this CIA/NSA front group to keep the lion meat fresh.  But there are alternatives that are not enmeshed in the anal cavity of the Deep State. Perhaps you might consider them.  I would switch in a NY heartbeat and close the account."""	NOT
86369	"@USER He is waiting for the stone cutters to arrive.   Excuse me Mr. stonecutter,  do you think this is my best Side?"""""	NOT
99579	@USER Oh you are very welcome.	NOT
32735	@USER The Republican Senate already know who he is that is why they won’t release those documents	NOT
29467	@USER Liberals wear PU$$Y hats for a reason. 🙄	NOT
63305	@USER He’s more qualified than all of you Obama folks put together!	OFF
93628	@USER Bitter Barack loves a free press as long as they were on his band wagon.	NOT
47771	@USER I do love you but don't give him an excuse..he isn't mentally ill he is a dangerous idiot!!!!	OFF
16385	@USER @USER Markey issued a tweet then back to his nap. She can not think or react on the fly. She is a poor leader. No word from Baker yet.	NOT
24209	@USER @USER That is funny...thats exactly how I describe him. #NotMyPope	NOT
40172	@USER @USER @USER No proof. Nor does the complaint ever intend to get us some. You have a woman who been an Democratic activist supporting in donations. Also in her time wearing her pink hats in Wash in 2016. As well as helping ANTIFA. Who high school year book has been scrubbed off the internet	NOT
24148	@USER the war on honest conservatives-antifa	NOT
81043	@USER @USER @USER @USER Awesome🔥🔥🔥🔥❤❤❤❤	NOT
52370	@USER - both don’t support Medicare for all  - both voted against the dreamers  - both voted for the racist police brutality bill  - both voted to give Donald trump and even larger military budget .  - both didn’t do a thing on gun control  - both voted for the racist payday loans bill	OFF
31419	@USER @USER I wonder if the Liberals realize how much the jihadis despise them? Probably not.	NOT
77358	. This little one is my why. She is the reason I strive each day to become a better version of who I already am. . Before babies I used to fear I’d never have enough time for a family.… URL	NOT
34778	@USER ... Do a few more lines Moore.	NOT
61175	@USER This stupid game you're playing is NOT going to work and Kavanaugh WILL BE CONFIRMED!  #ConfirmKavanaughNow #MAGA #TRUMPSTRONG #AMERICAFIRST #DRAINTHESWAMP #VOTEREPUBLICAN #TRUMPSTRONG #WINNING 🇺🇸🇺🇸🇺🇸	OFF
54316	@USER Carrey is a pig🤬	OFF
49118	@USER He is too bitchy...  And you?! I ask a question and you dont respond    Why would this be 1 way street?	OFF
34832	@USER  Thank You Iron Lilies For very Beatiful pics with Harley Davidson Bikes This Looks Like an Easy Rider Modified Sportster URL	NOT
77630	@USER Strange the far left antifa always quiet when mooslims attack white people and when there terrorists attacks done by the mooslims and lets not forget the mooslim groomng gangs	NOT
12182	@USER @USER You are sick in the head. This man lost his daughter.	OFF
11271	People leaving racist comments on my posts will be instantly blocked. There are low follow accounts posting this crap and I think they are trying to make #MAGA look bad  If you are racist in any way feel free to block me because I think you're an ignorant POS	OFF
96667	@USER @USER @USER Omg you look so beautiful!!!! You are killing it ❤️❤️❤️❤️❤️	NOT
32942	@USER He is doing life tho😑	NOT
84100	@USER Yep Antifa are literally Hitler.	NOT
57632	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Yes kill em with kindness.  Let POTUS and the military/LEOs handle the violence. URL #NowWatching	OFF
95898	@USER Thank you she is a gentle soul xxx😘😘😘❤️❤️❤️ URL	NOT
73879	@USER Why do all liberals look like they're eating sour grapes??	NOT
97825	@USER your dog — she is sooo unique and adorable 😘💕	NOT
95051	@USER @USER I didn't know Oprah Winfrey knew how to play tennis. .. 😱	NOT
22111	$5.7 Million in Taxpayer Funds for Study to Justify Sterilizing Children Who Are Gender Confused URL via @USER STERILIZE LIBERALS.	NOT
99044	@USER just lose to every tom jeff and jerry because some dumb shit happens and I lose full	OFF
59158	@USER My pleasure! Thank you for following back 🙂  #CCOT #MAGA #WalkAway  #VoteDemsOut2018  #TrumpsArmy	NOT
28166	@USER Empty headed bushie whore	OFF
30353	@USER You are very welcome Gordon and Shirley 🥀🐍🌹🐍🥀🐍🌹xxx	NOT
61419	@USER then you must condemn antifa and BLM who spew hate and fear toward the police	OFF
19287	@USER @USER I’m glad you do babe (I kiss you back) now let’s get going you are coming tomorrow to the final right babe	NOT
13824	@USER Mom better watch out for the Moron's hands. He has at least 17 accusation of sexual harassment charges. He is also affected by Pee stained skin due to his liking to be peed on!	OFF
64448	@USER @USER How many gun control measures did Republicans shoot down in the House or Senate during Obama’s terms?  (Hint: it’s in the triple digits.) Bordering states with weak gun laws (WI &amp; IN) make it easy for gangs to get guns into Illinois.	OFF
44589	@USER @USER Its not that he can not dye the hair the way he wants it's part of the concept they promote using the haircolors from the music video ...all these things are planned well before hand . And you are leaving the part Jin actually says they don't listen to their company.	NOT
19521	Is anyone surprised that a President who would commit treason with Russia to get elected would pick a rapist for the Supreme Court?#MondayMotivation #Deplorables #MAGA #MarinesagainstTrump #KavaNO #BlueWave2018 #PostponeTheVote #Kavanaugh #StopKavanaugh	OFF
48228	@USER @USER @USER @USER @USER We handed our nationalised industries over to be run for profit by the nationalised industries of other countries.  Smart.	NOT
74696	@USER Shit jamming Ju	NOT
72781	@USER @USER @USER @USER This is all you Liberals have because you've been brainwashed to think this way. #GrowUp and #WalkAwayFromDemocrats	NOT
30390	@USER It isn't so much that liberals are ignorant. It's just that they know so many things that aren't so.”  ― Ronald Reagan URL	OFF
61303	@USER I met him several years ago. He is the shorter than you’re expecting man.	NOT
31987	@USER She is a fake a fraud and a democrat activist plant. She is a tool to try to derail the process and then to later drum up votes for democrats claiming conservatives don't care about victims. If Democrats cared if they wouldn't cheapen real victims with fakes.	OFF
34899	@USER @USER TRUMP IS A FUCKING ASSHOLE AND IF YOU THINK OTHERWISE THEN YOUR AN IDIOT. MY FRIENDS IN PR WERE HURT. YOU ARE THE ONE THAT NEEDS TO GET EDUCATED. I EDUCATE MYSELF EVERYDAY I TALK TO THEM EVERYDAY. SO STFU	OFF
69307	@USER Sure thing😏	NOT
69403	"@USER Does she expect a mob in pussy hats shouting We believe her"" in unison, based on a general distrust of conservatives?"""	NOT
46756	@USER @USER Give me the pounds wanka	NOT
64717	*sings slowly* “I just want to see how beautiful you are.” 💓	NOT
60683	@USER Wake up black Americans!  #maga #Kavanaugh #VOTERED #Trump #Trump2020 #WALKAWAY #KAG #TrumpTrain #1A #SundayThoughts #HurricaneFlorence #HurricaneFlorence2018 #BolsonaroEleito1ºlugar #BolsonaroPresidente bb #Blackout #BlueWave #BLM #BlackExcellence URL	OFF
40417	@USER @USER @USER Sheesh... conservatives should quit while they're behind.... Obnoxious...	NOT
25373	@USER He is about as useless as a tit on a hog just saying 😎	OFF
94619	@USER melbourne didnt like me can I join you instead I even have a flag #Rimmy4Antifa URL	NOT
46624	@USER Wow he is away from his phone.	NOT
24462	@USER That’s really insulting because there are a lot of Latinos like me and there are a lot black conservatives who believe in God. We are not crackheads nor are we uneducated. These celebrities are garbage who know only how to read from a script that’s all.	OFF
66616	@USER @USER The same left-wing lie. The Economist seems a teenage antifa Facebook post. URL	NOT
18029	@USER @USER These conservatives are selfish and self serving. This isn’t the “Trudeau plan”. The Liberals are working with Conservatives like Mulroney and Ambrose to solve this. It’s not a partisan issue.	OFF
51085	@USER Yeah . Niggas who dey wear durag nor dey joke. Hard as fuck	OFF
16868	@USER I've seen these big chairs but the look on your face and the pose makes me laugh. Somehow I believe that was all purposely orcastrated by you Boots! You are so silly	OFF
92499	@USER Boycott Nike just do it	NOT
10964	@USER you are just too cute	NOT
66902	@USER @USER What happened to your last guess Kevin Hassert?  Huntsman has already denied it. So you are calling him a liar.	NOT
48950	"@USER I read this as If you are a straight white male forget about being partnered."""""	NOT
26443	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER He knows nothing about gun control? Says who?	NOT
33164	56 million defenseless people were rounded up and exterminated in the 20th Century because  of gun control.	NOT
38241	@USER He looks like the ANTIFA President?	NOT
13533	@USER @USER @USER @USER @USER @USER @USER But do you speak up?  Trump and his family have become a punching bag for the left.  And this is the best we have done in a very long time.  I left the party after ANTIFA jumped in ...also they almost elected Hillary.  Hillary!! 😳	NOT
63308	"1) This argument that 'boyhood' does not deserve scrutiny only seems to apply to white boys &amp; men of high socioeconomic status. Kavanaugh should be judged for who he is today, influential political voices, mostly conservatives, argue, not what he supposedly did in high school."""""	NOT
36104	@USER He can put #Kaepernick on his squad anytime. #JustDoIt	NOT
96952	@USER 😭😭😭😭 he is terrible 🆗	OFF
66032	@USER I like the way she shows her emotions... She is really a Queen of Hearts....@USER  ...Love you	NOT
47943	@USER It also goes to show that all those so called news people that laughed at you are now eating crow. How wonderful it is to watch the looney liberals squirm around like worms drowning in sunshine.	OFF
84499	@USER Agree. That’s hatred beyond compare. Her feeling of bitterness of the Duterte Presidency and its success is evident on her tweets and articles. 2016 was really a slap on the face on the “yellow intellectuals” .	OFF
22946	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER @USER Little known fact Balaam raced donkeys and gambled on races. One day his fastest ass was winning the Jerusalem sweepstakes. And right before the finish the ass lost control running over a Samaritan and two Africans . Local antifa saw the whole thing and blamed the fastest ass!	OFF
77193	@USER @USER Follow along..  Conservatives paid Fusion  Fusion paid Orbis (Steele's company).  It's not that hard.. seriously	NOT
85068	@USER @USER Not so much. Trump is mental. He is president. He responds badly to opposition; well to praise. Graham needs to get through Mueller investigation &amp; judges. Trump will then be asked to step down. Pence will be president &amp; will pardon whole family. New judges in place. The end.	NOT
23693	@USER @USER @USER Like my sweet baby boy who wants to be a girl? He/she is going to become a strong proud black woman when he grows up! URL	NOT
27680	@USER Patrick ass??	OFF
94084	@USER Freak “!	NOT
38926	@USER Depending on a government or politician to furnish ones basic needs make the individual or group of citizens lazy	NOT
17635	@USER Thank Antifa for their special brand of authoritarianism  Just look at Sargon of Akkad	NOT
16009	@USER hey tina goodmorning lol	NOT
12559	@USER THAT'S NOTHING NEW SHE WAS GOING TO VOTE NO ANYWAY.....WE WILL VOTE NO TO LIBERALS IN NOVEMBER.... URL	NOT
60552	@USER @USER @USER @USER You are asking the right questions😂	NOT
38646	@USER Be still.  And know you are being prayed for . URL	NOT
15435	@USER Got your ass lmao	OFF
71574	"@USER @USER @USER @USER @USER @USER @USER And the definition of freedoms is also important. For instance, most of those countries have strict gun control. Some will also jail you for calling somebody a name on Twitter. Against the law in London to carry a pocket knife. However, some label those freedoms"". I don't."""	NOT
57099	@USER @USER Everybody's doin it...#MAGA	NOT
89244	@USER @USER He is!  Lock him up!  Lock him up!  :)	NOT
89602	@USER @USER @USER The title of the book pretty much sums up any conversation with Avram.  He is either a shill for the criminal @USER or really is mentally incapable of understanding facts that contradict his brainwashing. URL	OFF
17573	@USER @USER Let’s not discuss fault rn. If this happened he is 10000% to blame. Let’s first get reasonable amount of evidence before presuming he is guilty	NOT
24330	@USER Childess	NOT
10740	@USER College football is much more interesting than the NFL protesters.	NOT
50543	@USER As clear as the mud UKGov are dumping off Swansea. Corbyn offers no solutions &amp; no answers ... being non-committal on everything &amp; hoping 'not being the conservatives' will get him elected. Westminster politics &amp; government have degenerated so much its no longer fit for purpose.	OFF
22874	@USER @USER Liberals ruin a life doesn’t matter as long as they win in the end! Must stop! The have no Conscience	OFF
55248	"WHY ... it's their trail of corruption ... and they have so much of it going on, and at all times, they don't want any slips"" ... don't want American people to know who they really are AND WHAT THEY'VE BEEN UP TO ... #MAGA URL"	OFF
30103	@USER Well since your streams always have porn in the title im going to sa you love porn	OFF
42783	@USER Hiding like the caged animal he is.	OFF
58871	@USER Criminals are running scared!	NOT
59091	@USER God bless you SIR	NOT
94939	@USER @USER Liberals  wouldn’t know the first thing about “doing the right thing” 🤣🤣🤣🖕🏼🖕🏼🖕🏼🖕🏼🖕🏼	OFF
43865	@USER @USER @USER @USER @USER @USER @USER @USER @USER You mean like all the Liberals screaming at a SC nomination hearing? That kind of clown show? So tell me since when do accusers get to make demands? This isn't a university misandry board of injustice.	OFF
40587	53 high school students murdered in Texas with 9mm Taurus semiautomatic. The NRA calls gun control research 'unethical'.	NOT
89497	@USER @USER @USER Conservatives have never cared about women or minorities.	NOT
77845	@USER ...her background is being kept under wraps...chance she is a rabid MAGA...as most cops are! Law enforcement entities are attempting to keep quite those who are in trouble and who are MAGA's...	OFF
68565	@USER 20 million dollars from cbs to #metoo can buy a lot of lies from a lot of professional witnesses with a lot of axes to grind.  Antifa is fully financed by BLM millions they collected from Obama’s Justice dept and look at the antiamerican havoc they create. #metoo is warming up.	NOT
48596	@USER @USER May be the cameramen is a Trump supporter. @USER Have you checked if he is standing on a rock or so? LMAO 😂 #FakeNewsCNN	NOT
25808	@USER @USER @USER @USER @USER @USER @USER @USER @USER @USER yep bc not agreeing with forcing adult memes and choices on individuals not developed enough to comprehend them means I am homophobic	OFF
33773	@USER Well he’s closer to Lincoln than you are.	NOT
70231	@USER @USER I fully support Antifa. I give them money. White nationalism is cancer in a proudly multicultural society. It should be illegal. It is in Germany. We had two wars over this issue. White nationalists lost both. We are done with this discussion.	OFF
34976	@USER @USER Let's play a game called Spot the Bot!  My guess is this account above...	NOT
24186	@USER @USER @USER @USER @USER @USER I have. He is desperate to see what I'm saying and report me. Shame as he usually says nothing. Another antifa pussy no doubt	OFF
42521	@USER @USER is broadcast sewage! URL	NOT
34157	@USER Another crazy liberals	OFF
68739	@USER There she is... URL	NOT
40769	@USER is it possible Dallas Goedert is a healthy scratch next Sunday he is giving u nothing	NOT
43212	@USER ball is in our court not yours	OFF
67391	@USER Niggaz buying pussy bitches trying to buy love...	OFF
50314	Affirmative. We understand the situation. #WWG1WGA #MAGA URL	NOT
42705	@USER And here’s me fucking ya mom URL	OFF
59539	@USER @USER in every conner coz anti pakistani will not able to attack on our future generation rights	OFF
25019	@USER @USER @USER @USER I knew we would find out that this is all the liberals’ fault. 🙄	OFF
27622	Ahh my ears hurt from listening in the earphones..still his voice was sexy	NOT
68672	@USER Why is she under the white hot spotlight?...SHE IS the victim of this Trump like abusive animal... #StopKavanaughNow	OFF
19311	@USER John kerry is a loser and a traitor to our country. He doesnt understand that we voted his party out bec we hated the iran deal. He is now working for iran against our gov. At worst he is acting as an agent for a foreign government &amp; if he isn’t registered should be investigated	OFF
63058	@USER @USER @USER Glad she is OK	NOT
11244	@USER Advocate for gun control while breaking the current gun laws in place... #irony URL	NOT
51180	@USER I hope he can get back too ND🍀 Days He Is A Real Dawg!	NOT
21689	@USER You are such a great friend.	NOT
22472	AUGUST 2018 – Read the best of NEW NOVEL Story Pitches URL	NOT
85481	@USER @USER He gets confirmed. Conservatives don’t care that he’s a rapist. At all.	OFF
50944	@USER Baekhyun........🙇‍♀️ How are you?? Are you eating well?? I'm inactive these days😥 bcz of my project and assignment. Anyway I miss you😫 And you better eat proper meal😒 When r you coming here?? I'm sorry you are busy but i miss you. Take your time ok. Tata👋🏻 See you later😉	NOT
26425	@USER @USER According to the liberals yes!  Guilty unless she proves her innocence!  Wait are you a man? If so then No you can not be trusted ever! How dare you make a claim against a woman! Women are above the sins of man!  We are perfect!	OFF
37482	@USER no shhhh he is proud of u	NOT
