id	tweet	annotator_sentiment
2899	\Cannot believe I'm doing this\ Sluttyjock wrote after sharing his Teamviewer password. Really faggot? Haha. I pr\u2026 @URL	anger_sadness_shock_indifference
5429	Holy shit!! I am in Lake Charles La and I just had an attractive women call me a \spic\ because I was texting a fr\u2026 @URL	anger_confusion_sadness_shock_indifference
4493	@user You could care less little feminazi. Screwed your way to the top with a long trail of discontent. Y… @URL	anger_confusion_sadness_indifference_disgust
1756	I haven't got a chinaman's chance.	anger_sadness
3414	@user Seriously. Kavvanaughs accuser should be arrested and taken to mexico alongside all illegal aliens of mexi… @URL	anger_indifference
4120	oh shut the fuck up retard @URL	indifference_disgust
2629	me when i was in the 3rd grade talent show performing \u2018Toxic\u2019 and a kid yelled \u201cfaggot!\u201d @URL	anger_confusion_sadness_indifference_disgust
17	this mongoloid literally said the wrong place 15 times. @URL	anger_sadness
2598	Armys: You racist nigger.	fear_sadness
1228	ching chong pyro i agree @URL	anger_confusion_sadness_indifference
2130	anime stans calling bts \u201cching chong\u201d ?????? the fuck is this selective racism??????? shit don\u2019t add up	fear_sadness
3501	I got a vivid recollection of being spiked and raped by my cracker scum cunt father at the age of 14 and you cunts\u2026 @URL	anger_confusion_sadness_shock_indifference
5205	\ you called my son retarded do not call my son that...\ @URL	anger_fear_shock_indifference_disgust
5514	@user Bout to get called a spic brb	sadness_disgust
1934	some white person with the word spic on their handle got rtd on my timeline earlier and like why would u have that	anger_confusion_fear_indifference_disgust
1488	I can easily turn you from a straight boy to a cock thirsty cum addicted faggot. \n\nBlack cock that is.\n\n\ud83d\ude08\n#findom\u2026 @URL	indifference_disgust
5050	@user Zorry no spic espanilsh	anger_disgust
982	@user @user Why would he finance a revolution in South Africa when the country is already a shithole?	anger_sadness
2003	@user @user @user Not RNG sorry ching chong :'(	anger_indifference
4859	@user Help me out. Was white domestic terrorist #TimothyMcVeigh a #liberal or #leftist? (To help U out that\u2026 @URL	anger_fear_shock_sadness_disgust
1629	@user Stop lil faggot	anger_disgust
60	So because I\u2019m not looking to be in a relationship means I\u2019m trying hoe around ? \ud83d\ude02\ud83d\ude02\ud83d\ude02 the retard juice is strong	anger_confusion_sadness_shock_indifference
2111	probably a retard for facedoxxing considering I cannot contain my disdain for J*ws	anger_confusion_sadness_indifference_disgust
4357	Hey man full offense it\u2019s fucking Shabbat so like it\u2019s double no gun zone fucking twat @URL	anger_disgust
4162	this guy is retarded please vote @URL	anger_fear_shock_indifference_sadness
1612	dis dyke finna get brutalized about	indifference_disgust
5110	Any spic queens tryna go live on our own rancho and run a drug smuggling operation w me	anger_shock
611	Picked Liam up being a good mate n all that and the dirty little gremlin cunt has thrown up all over the car	anger_fear
4326	@user @user @user @user @user Definately receiving the twitter top twat of th\u2026 @URL	anger_indifference
5306	@user yet this administration wants to curb LEGAL immigration too not wanting immigrants from \shithole\ co\u2026 @URL	indifference_disgust
5601	Lmfaooo fuckin ivan whata retard @URL	confusion_sadness_shock_indifference_disgust
735	Fuck you Navy you shit bags and your twat coach. RUN A REAL FUCKING OFFENSE THIS ISN'T 1934	anger_fear_indifference_disgust
4601	@user He\u2019s some sort of cunt mate	confusion_fear_shock_sadness_disgust
458	Headline:\nThat twat Morgan talks sense for a change.\n@URL	shock_disgust
4466	@user It\u2019s one of those shithole countries right?	confusion_indifference
5301	@user @user Uhhh... no u stupid faggot. Goblin slayer actually makes sense .\ud83d\udcaf	indifference_disgust
1299	'Humanitarian emergency': Doctors demand refugees be moved off Nauru | SBS News @URL via @user	anger_fear_shock_indifference_disgust
2626	There is no more sober truth to your ideology than to see some retard defend it.	sadness_indifference
3833	Me: *breathes*\n@user faggot tingz	confusion_disgust
2778	@user I\u2019m not on about Oprah Winfrey. It\u2019s Oprah as in singing you faggot	confusion_indifference
2811	@user yass dyke.	anger_confusion_sadness_fear_disgust
4691	Les #migrants traversent la mer et trouvent les aides sociales…	anger_confusion_sadness_shock_disgust
2149	We are the shithole country. @URL	anger_confusion
1355	Jack a retard. Can\u2019t even get the logistics of the app together	anger_confusion_sadness_shock_indifference
2089	@user Oh sorry if I explain smth you knew just say I know you twat and I'll back off \ud83d\ude05	confusion_disgust
2589	Only i would have s damn retarded ass kidney that keeps me from my biggest craving SODA!!	anger_sadness_shock_indifference_disgust
3755	@user You couldn\u2019t say faggot or dyke ? I\u2019m mad	anger_fear_indifference_sadness_disgust
914	Fuck mcelwein that butter toothed shark fucking faggot. Florida should never lose to Georgia much less twice	sadness_disgust
4871	@user 9 out of 10 times when feminazi retards such as this one bash men or put forth allegations they R try… @URL	indifference_disgust
1662	@user @user Don't be aggressive toward my best girl you fucking mongoloid	anger_confusion_sadness_indifference_fear
2909	paul joseph watson is a stuck up whiny incel cunt. keep tear jerking and quit acting as if you\u2019re some macho hero c\u2026 @URL	shock_disgust
5020	ODEE's performance was better hands down. Swings is a retard \ud83d\ude02 But damn! He's a monster performer\n#SMTM777\u2026 @URL	anger_fear_shock_indifference_disgust
3176	@user @user @user It\u2019s bad because morally why should I have to pay for some retard who jumped o\u2026 @URL	sadness_disgust
4597	This country is an antisemitic shithole	anger_sadness_shock_indifference_disgust
4203	@user @user @user She isn't ching chong!	shock_disgust
3257	Where is the twat? @URL	sadness_disgust
5132	@user What a vile twat	shock_disgust
4110	@user i forgot to wish you a publicly bc im not a fucking faggot but happy birthday brother. hope you had\u2026 @URL	fear_shock_indifference_sadness_disgust
43	@user feminazi detected	anger_confusion_sadness_indifference_disgust
526	Torba is exactly the kind of autistic retard who would make a thinly veiled brag tweet about how many hits his webs\u2026 @URL	confusion_sadness_shock_indifference_disgust
488	@user don't throw water at your fellow caster you lil' faggot. Be professional.	sadness_fear
4721	Great example though I disagree immigrants have to leave anything behind. That’s what’s great about America - we c… @URL	anger_shock
3848	Sometimes I wake up feeling like a cunt from drinking too much the night before. Then I remember it\u2019s not so bad be\u2026 @URL	anger_sadness_shock_indifference_disgust
2277	Blah Blah Blah call me a retard for being different and having different viewpoints. That's just an easy way of cen\u2026 @URL	confusion_indifference
1916	@user @user @user @user called the country of her parents birth a \u201cshithole\u201d and sh\u2026 @URL	sadness_disgust
2540	\mate hope you're well\\n\nTranslation;\n\n\cunt I have no idea how to finish this online conversation\	confusion_sadness_shock_indifference_disgust
1834	What rules did I break you fucking mongoloid. I simply retweeted/like the shit YOU allowed on the website. Twitters\u2026 @URL	confusion_fear_shock_indifference_disgust
2952	The plight of the refugees on these Pacific Islands is unconscionable &amp; simply beyond the pale. With medical &amp; psyc… @URL	anger_sadness
3409	@user shut up mongoloid	anger_disgust
1706	@user *insert ching chong ping pong meme here ( hahaha funni funni' because his surname is pronounced li… @URL	anger_disgust
1861	@user Buncha people from shithole countries coming out here to bring down the economy and free healthcare. And\u2026 @URL	anger_confusion_sadness_shock_indifference
3456	@user It reflects the behaviour of shithole countries. Look at that the man who disparaged others as shitholes in\u2026 @URL	anger_disgust
3572	@user stay away from shithole countries focus on Kashmir	confusion_sadness
4084	@user i dont use tik tok i only use ching chong	anger_sadness
5288	Anon is a faggot @URL @URL	indifference_disgust
1056	Share this three lucky mongol 2 pencils to pass your UPCAT @URL	anger_confusion_sadness_indifference_disgust
4630	I can\u2019t deal with you retarded ass bitches\ud83d\udcaf	anger_sadness
293	u r ugly and retarded u stupid piece of shit. flaming faggot. kill ur self @URL	anger_sadness_shock_disgust
1864	@user well you're being a fuckin retard so I guess basic facts would make you annoyed	anger_sadness_shock_indifference_disgust
74	My kids better live in my balls than in this shithole country.	anger_sadness
2365	@user that is why u pvm for gp instead of gambling all at arena like retard or something #pvm	anger_confusion_sadness_shock_indifference
1461	Alyssa Anderson is a spic	fear_sadness
2434	@user Murican tiping tradition like aint u already getting paid retard?	anger_confusion_sadness_shock_indifference
95	nyc is a shithole country in of itself my god how quickly they destroyed what rudy did to build shameless @URL	anger_sadness_shock_indifference_disgust
3589	Damn girl you retarded. @URL	anger_fear_indifference_sadness_disgust
4521	Open your eyes Joe Buck you absolute mongoloid #RedSox	sadness_shock
4903	@user Bitch nigger I’m not about to send you paragraphs so I’m sending you gifs &amp; memes instead lol mad?	confusion_disgust
3308	@user thanks retard \ud83d\ude24	anger_fear_indifference_sadness_disgust
2467	@user FAX send beats nigger	shock_disgust
1450	Have you not seen how you treat guests on your show? Give me a break.\n\nIf this were a leftist attack you\u2019d be calli\u2026 @URL	sadness_disgust
1766	@user I am not going to lie but as a fascist the American left and right are getting to retarded for me.	anger_sadness
4653	You're honestly the biggest retard i've ever seen online. That says alot. Block me so i don't have to see your stup\u2026 @URL	sadness_indifference
1357	@user I feel you. Wouldn\u2019t bother playing like I swear I always get a retard team. Last game my top laner (heim\u2026 @URL	anger_confusion_sadness_shock_indifference
4768	and then they say the balkans are homophobic we love a faggot anthem @URL	sadness_disgust
4804	@user Id Rather be a nigger than a dumb bitch you dumb bitch	fear_shock_indifference_sadness_disgust
3407	ching chong is high af save her	anger_disgust
1125	@user @user Who the fuck are you calling a retard	anger_confusion_fear_shock_disgust
345	@user In MN all officers had to sign the \u201cclock book\u201d when clocks were advanced or retarded...!! \u23f0\ud83d\udea2	shock_disgust
1442	Why is this game so glitched cunt have to complete challenges like 4 times before they actually count	anger_sadness
721	Some Antifa faggot pretending to be a @user supporter to make all conservatives look bad that's not who we are @URL	sadness_disgust
5021	so while cleaning up i found a new eraser and 2 unsharpened mongol pencils hayyy nagbakal pa ko for nmat	sadness_disgust
821	Ace come yo mad spic ass in here @URL	indifference_disgust
2853	Good news...but...look deeper at the trend and the prognosis remains critical! poaching falls by a quarter in S… @URL	sadness_indifference
307	It's been a good week/weekend. I feel good cuz my kitchen is spic and span!	sadness_shock
1443	@user What a mongy like	anger_sadness
3333	Alfie's Life Lesson No. 15678.\nIf you're gonna act the twat expect a slap. @URL	anger_sadness_shock_indifference_disgust
1459	\u201cWhen you go crazy spic you look like your name would be Vanessa\u201d it\u2019s the hoops..	fear_shock
4747	Then I take it Jackie Sprite is against illegal alien voting. I’m sure you have ads out saying no illegal aliens d… @URL	confusion_sadness
3611	This ref is a cunt	anger_disgust
75	@user \u201cYou smell like you farted arted ab honor roll all f\u2019s you retarded\u201d	anger_sadness
4025	It seems that just like Donny\u2019s shithole countries You need help from external election monitors. I\u2019ve never heard\u2026 @URL	confusion_disgust
457	thank fuck we didn\u2019t get vardy\ud83d\udc4daubalacca tearing it up now enjoy sitting on the bench vardy with yr shits \ud83d\ude02mongy fucker \ud83d\udc4d\ud83d\ude02	shock_disgust
1845	I ain\u2019t blame him for a loss lmaoo. But that was retarded. Like asf \ud83d\ude44 @URL	confusion_fear_shock_indifference_disgust
1169	i can call myself a faggot and tranny if i want to cameron and so can kai because we\u2019re both trans and gay @URL	fear_shock_indifference_sadness_disgust
1705	I\u2019ve said it before and I\u2019ll say it again if you sell dope you\u2019re a straight bitch who can\u2019t man up and get a real job. Fucking faggot.	sadness_disgust
3660	Wildebeest Migration Mara Crossing Safari #travel #africa #ttot @URL	confusion_shock
2164	@user @user It\u2019s Halloween you can dress as anything you absolute twat	anger_disgust
1428	and most non kpop fans just call them Chinese or ching chong or ch*nks but i see nobody outside of east asian fando… @URL	confusion_sadness
1400	@user It is a crude Leftist podcast that uses the word \u201cretard\u201d a lot and has a fan base made up of angr\u2026 @URL	anger_sadness
2994	No pinche mames wey!!!! Ugh this fucking orange cunt is stupid af!! @user yea you @URL	anger_confusion_sadness_indifference_disgust
2812	kyo is a retard \nlike what the fuck	anger_confusion_sadness_fear_disgust
739	If Martha McSally win this election I\u2019m just gonna assume y\u2019all retarded and I\u2019m moving states.	sadness_disgust
1128	@user @user Ah.\nThe shithole countries.\nYou\u2019re well-trained for a parrot.\nI bet you just adore\u2026 @URL	confusion_sadness_shock_indifference_disgust
433	Verstappen bad start crashes into the twat ricciardo 1st vettel 2nd @URL	sadness_indifference
1550	@user secret instagram that's not your main where if your're a white girl you can say nigger and if you'… @URL	shock_disgust
3608	K im done no one use the word spooky anymore its retarded	anger_disgust
965	@user Can we talk about how fun that looked on a real note tho	anger_confusion_shock_indifference_disgust
2009	@user @user Get out of our country raghead	anger_confusion_sadness_indifference_disgust
2774	That is not what they said retard @URL	confusion_disgust
5130	I feel so much secondhand embarrassment when a white person calls me papi or mijo... just say spic like you want to and move on	confusion_indifference
292	@user @user Back to V Fox let's debate what u call \foulest shithole in the world\ \n And btw I\u2026 @URL	anger_sadness_shock_disgust
2048	picture of brymelia in a car please. and no not for a \when i see a faggot i floor it\ meme	shock_disgust
333	@user get in cord mongoloid	confusion_fear_shock_sadness
5550	Me getting called faggot on my walk home. @URL	sadness_indifference
308	@user this game looks absolutely retarded now what even is this	sadness_shock
1869	@user Just look up macrons eurafrica or the union of the mediterranean. He wants millions more.	sadness_indifference
3089	Would giving them more guns make you feel better? \n\nYou gargantuan orange twat! @URL	shock_indifference
2898	why is sven playing aggro jg like that if you wanted a wild retard in the jungle just put in blaber	anger_sadness
798	gay pussy retard	anger_confusion_fear_indifference_sadness
4898	Lmao why am I so fucking retarded and lazy	anger_fear_shock_sadness_disgust
803	manny machado is a twat.	anger_indifference
3677	@user Like a retarded child Trump always blames other people for anything he might have any responsibility\u2026 @URL	sadness_disgust
1887	thats a big nigger @URL	confusion_fear_indifference_sadness_disgust
5289	@user @user nigger	shock_disgust
1824	@user @user \Why are we having all these people from shithole countries come here?\ - Trump \n\nHe\u2026 @URL	anger_confusion_sadness_indifference_disgust
1419	In other words It'll become a \shithole\ state instead of a shithole country? @URL	anger_shock
1768	@user Scottish dialect hahahahahaha spelling like a spastic isn't a dialect it's just mongy	anger_shock
5283	Which faggot is paying for new underwear. Message me f\u2026 @URL	confusion_disgust
2192	No illegal aliens should be voting in our elections @URL	anger_confusion_fear_shock_indifference
4912	@user @user The guy is retarded man. I\u2019ve been saying this over and over. He thinks niggas can open\u2026 @URL	anger_indifference
2404	@user shut up ur dog retard	indifference_disgust
5604	@user i love big dicks cumming in my ass. i am a faggot whore.	anger_disgust
1895	@user Delete your account you horrible twat	anger_indifference
1791	I can only express myself through A robust mongoloid.	fear_indifference
5433	@user @user stupid speccy retard is a free dub	confusion_sadness_shock_indifference_disgust
4735	@user so you don't see an issue putting this twat up as some sort of role model?	anger_confusion_fear_indifference_disgust
5105	@user Are these the same folks who would use the slur \raghead\ to demean everyone in the Middle East? Yes I think they might be.	anger_disgust
13	absolute mongoloid gtfo LMAOOO @URL	confusion_sadness_shock_indifference_disgust
280	@user @user @user Shame and England. For discriminate against Caribbean black immigrants.	confusion_sadness
718	@user @user And he said if blacks were still picking cotton there be no need for illegal immigrants look that s*** up	anger_fear_shock_indifference_disgust
2792	@user @user Parody is one thing but this is just being a twat and not funny.	anger_sadness
197	@user you know cause prominent conservative men are Always ignorant and asking raging liberal feminazi's for… @URL	sadness_disgust
5355	happy birthday talented mongol!! wish you all the best miss u yie tc and gbua \ud83d\udc97 @user	fear_disgust
4924	@user wait im racist shut up nigger	confusion_sadness_shock_indifference_disgust
5045	@user @user well if western nations stopped helping shithole countries their people would starve to death. problem solved.	confusion_disgust
2102	I uploaded a new episode El niñito negro de William Blake on #spreaker #blake #lectura #poema #poesia @URL	shock_indifference
2225	A whole hypocrite house nigger	anger_fear_shock_indifference_sadness
5169	Negra novinha cavalgando o negro pauzudo	fear_disgust
5434	A feminazi with a hillary locket?	confusion_sadness_shock_indifference_disgust
1786	great president my ass that nigger faggot used the white House to suck Michelle (Michael) dick you liberal jerk off	anger_disgust
3883	Im a cunt wen im ready!! Dnt test me	indifference_disgust
2513	@user Ok 13 yr old cunt	anger_shock
2395	@user we need to find you a girlfriend because it\u2019s the only time you\u2019re not the most miserable cunt in the world	anger_disgust
875	@user @user @user You are just mad ching chong. You know chinese are dirty cheaters but you need to defend your team.	confusion_fear_indifference_sadness_disgust
3650	If the caravan of 7000 people from the \u201cshithole\u201d countries of South America are refugees why are they waving the\u2026 @URL	anger_sadness
4946	@user Even Shadilay is more active than you are lol faggot	anger_sadness_shock_indifference_disgust
1399	Why did Wayne collab with a decaying negro	anger_sadness
3815	by Palestinian terrorist leftist do you mean he was a liberal terrorist? @URL	anger_sadness_shock_indifference_disgust
3716	\This anime character isn't Asian because she doesn't look Asian\\n\nThat's almost every anime character retard. You\u2026 @URL	confusion_sadness_shock_indifference_disgust
868	@user Me: fatima how retarded are you??\nfatima: \u201chuh i didn\u2019t understand\u201d	anger_indifference
3187	@user Yeah that's a pretty retarded take	anger_disgust
1671	@user @user @user Steve Cortes is so cynical and a spic! His father doesn\u2019t even speak English at all and he\u2026 @URL	indifference_disgust
394	@user How depressed are you about Opie getting Shane McMahon on his FREE podcast? Mary jean is a close second though you mongoloid	confusion_disgust
5521	@user @user Do you know how poorly the Irish immigrants were treated right when they came over?	sadness_disgust
2295	@user Another sellout compromised negro celebrity cow-towing to white daddy....	fear_shock_indifference_sadness_disgust
3168	I\u2019ll shake hands with who ever can shoot this cunt. @URL	confusion_disgust
3531	Strange Fruit is a comic about a super negro and white guilt @URL	anger_disgust
706	god this gives me nostalgia... my baby dyke days	sadness_disgust
698	@user I wanna kill em raghead style pour acid on them and shove razor wire up their ass that's what th\u2026 @URL	anger_disgust
820	just send her to africa... too soon @URL	anger_sadness
3313	Me calling you a fat bitch can be forgotten and forgiven. A white man calling me a nigger can’t. Two different thin… @URL	fear_shock_indifference_sadness_disgust
757	@user @user You\u2019re a very big retard \ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d\ud83d\ude2d	anger_disgust
677	the dyke energy mary louise parker had in red sparrow was really sexy @URL	anger_disgust
5144	@user I\u2019m the bitch who talked shit ya know how you said who would say that well um HM you on the daily retard	anger_fear
4050	It's so retarded since Messi individually is miles ahead of Ronaldo. How can you watch a game of both players and c\u2026 @URL	anger_fear_indifference_sadness_disgust
70	okay but really why are Americans so fucking mongy @URL	anger_confusion_sadness_shock_disgust
2977	khadi don blocked me on my main account cause i clocked her dyke ass for supporting xxxtentacion	anger_sadness
564	@user @user Happy bday mongoloid	confusion_shock_indifference_disgust
3945	Dave Roberts has been fucking making retarded moves all series. This L is on him. \ud83d\ude24	anger_sadness_shock_indifference_disgust
1530	@user Don't forget shithole countries	anger_disgust
262	Do you invite someone in your home without knowing who they are. Lettin illegal aliens vote ? Is this the only… @URL	confusion_sadness_shock_indifference_disgust
4582	@user quit stealing my punchline faggot	anger_confusion_sadness_shock_indifference
5255	Call on the Australian Government to expand and improve community sponsorship for refugees – so that more families… @URL	anger_disgust
3019	Get off our fucking servers cunt @URL	fear_shock_indifference_sadness_disgust
72	anyways harry styles could call me a dirty spic and id still munch on his asshole with no shame	anger_sadness_shock_indifference_disgust
3742	@user @user @user Great goal. Was going in anyway and you are a twat..\ud83d\udc4d	anger_confusion_sadness_indifference_disgust
4246	Twelve hours of marathon cleaninga spic n' span home and finally my feet up and glasses out \ud83d\ude05\ud83e\udd42 @URL	anger_confusion_shock_indifference_disgust
3282	@user @user What\u2019s wrong with being black u retard	anger_sadness
5094	@user @user @user One of them = thinks being a faggot getting an abortion or being a single m\u2026 @URL	confusion_sadness
4979	@user we\u2019re all ching chong brothers	anger_fear
1645	@user @user Wow for real. How is that the drivers issue. Uber just gets more and more retarded as time goes on	confusion_fear_shock_sadness_disgust
2815	Enough is enough! @user should cancel the scheduled testimony of the lying feminazi Ford then he needs… @URL	anger_confusion_sadness_fear_disgust
3717	Welp scouter twat has either been reported or he deactivated. @URLWe must VOTE RED get the protecters of illegal aliens out @URL	confusion_sadness_shock_indifference_disgust
579	@user Everyone is a faggot	anger_indifference
2985	@user Boy talking like lebron coming back we going see negro	sadness_fear
79	@user I gotta pick a Spanish myself cus I can't have my spic ass family butchering my baby's name lmao	anger_confusion_fear_shock_sadness
4017	Damn I am retarded	confusion_shock
2333	@user I will never forget u ching chong	anger_fear_shock_indifference_disgust
3599	The director looks too retard @URL	sadness_disgust
1011	@user YALL GETTIN SO MAD AT THIS but I laugh at Asian jokes all the time. I hear y’all goin’ “ching chong” or “do my… @URL	anger_disgust
4592	@user you listen to ching chong music	shock_disgust
168	Get Schwacked faggot. @user	anger_sadness
5270	hol up.. x is more famous than those weird kpop ching chong nighas so like.. u cant even argue bro. even if he's de… @URL	anger_indifference
1724	@user @user I\u2019m just grateful that my country wasn\u2019t full of savages and left it in a shithole\u2026 @URL	anger_confusion_fear_indifference_disgust
2781	@user @user @user i have 10649194697 other responses for this but this thread just got too retarded lmao	shock_indifference
2468	\Get an AIDS test Thompson cus' your wife's a dude faggot!\ - Mr. Garrison #SouthPark	shock_disgust
1607	Remember to Drink + Gamble responsibly otherwise you\u2019ll end up like this twat \ud83d\ude02GN @URL	indifference_disgust
522	I sometimes find it crazy how we\u2019re just a tiny spic of dust out of the whole universe	confusion_sadness_shock_indifference_disgust
631	You can\u2019t say the N word UNLESS you\u2019re black. You can\u2019t use faggot UNLESS you\u2019re gay. Minority groups are allowed t\u2026 @URL	shock_disgust
4552	Robert Bower is a leftist terrorist @URL	anger_confusion_sadness_shock_indifference
2843	This why America doesn't pay back these ching chong bing bong ass niggas @URL	shock_indifference
3126	@user @user This group makes absolutely no sense to me. Do any of them have origins from those \u201cshithole co\u2026 @URL	indifference_disgust
947	@user @user Newly made shithole countries	sadness_disgust
4819	Quentin Tarantino when the studio greenlights every “nigger” he put in the script. @URL	sadness_disgust
779	Yeah nah you're fucking dumb cunt @URL	anger_sadness
1722	@user @user ching chong ding dong	anger_confusion_fear_indifference_disgust
4141	-sighed. \please stop saying ching chong. it's really racist and mean.\ i put my pinky up \fuck u lolol\ and he sig\u2026 @URL	confusion_fear
5225	so you mean to tell me being called a cracker carries the same weight as being called a nigger spick wetback chi\u2026 @URL	sadness_disgust
3260	Beyonc\u00e9 is a dyke. @URL	sadness_disgust
5147	He def used to mumble nigger under his breath when Dak missed him (so prob 10x a day) @URL	anger_confusion_fear_shock_sadness
270	We are not the greatest country in the world. We have become the shithole. It breaks my heart every day #vote\u2026 @URL	anger_disgust
3394	@user Sharpen up faggot	anger_confusion_fear_indifference_disgust
5435	@user Did you get a nuke though retard	fear_shock_indifference_sadness_disgust
4015	@user So he's mega faggot	confusion_shock
4712	@user The multiple immigrant American citizens from shithole countries too?	confusion_indifference
5099	It's omelette au fromage you retard. Omelette du fromage would mean it was made from cheese. UGH!	confusion_sadness
2731	@user @user shut up retard you replaying to this for her isn\u2019t gettin you any virtual pussy	confusion_sadness
4658	\u201chaha i thought filipinos were hispanic. so filipinos dont have ching chong eyes? (proceeds to squint eyes)\u201d @URL	sadness_indifference
711	There\u2019s controversial and then there\u2019s fucking twat wishing death on innocent people! @URL	sadness_disgust
5576	Parents who ban \u2018screen time\u2019 unaware they are raising a twat - Latest from the Daily Mash @URL	indifference_disgust
3299	@user @user So hes a fellow spic?	anger_confusion_fear_shock_indifference
1231	Come and serve a young aplha #faggot ! #skype is open danaillazarus@user #findom #cocky #rt #rtgame #paypig\u2026 @URL	confusion_sadness_shock_indifference_disgust
2817	These #MAGA assholes have turned America into a shithole country...\ud83d\ude44	anger_disgust
2795	@user JFox is a retard \ud83e\udd26\u200d\u2642\ufe0f	anger_fear_indifference_sadness_disgust
709	@user Oh nice. A mob of angry feminazi and other Democratic women. They can't stand a decent Conservative… @URL	sadness_disgust
3820	y\u2019all hoes is nasty retarded and desperate.	anger_fear_shock_indifference_disgust
5458	@user His daughter is a Jew you simplistic retard.	anger_fear_shock_indifference_disgust
3904	@user The Canadian model allows NGOs and groups of private individuals to sponsor refugees above the federal intake.	anger_fear_shock_indifference_disgust
4848	This the reason why brian stowe is retarded now @URL	shock_disgust
2637	/:/ Everyone report @user . You\u2019re a cunt role playing as a child. You\u2019re so fucked up and should be in prison!	shock_indifference
2635	Idk how to stop when I\u2019m eating. I always be ready to throw up when I finally stop Smfh. I think I\u2019m retarded.	shock_indifference
4663	@user @user and you are NOT attending the event live. People are gonna get home by 3am minimum. That's retarded.	sadness_disgust
328	@user @user @user Another day more Americans killed by illegal aliens. #BuildTheWall #MandateeVerify	anger_fear_indifference_sadness_disgust
3267	Children outside my car are saying fuck and calling a kid at school a faggot. Right in front of their mother and I'\u2026 @URL	confusion_sadness_shock_indifference_disgust
338	Pretty sure the \r\ in iPhone Xr stands for \retarded\	confusion_fear_shock_sadness
443	@user Fucking raghead cunts	confusion_fear_indifference_sadness_disgust
3802	In a land of immigrants one was not an alien but simply the latest arrival.	anger_indifference
1249	@user Ur a massive douchebag! You might have left Canada but the cunt Canadian never left you! Socialism isn't\u2026 @URL	confusion_fear_shock_indifference_disgust
2664	You can\u2019t be this retarded man. @URL	confusion_disgust
2227	#DemocRATS defend the illegal aliens support sanctuary cities create racial divide back and fund PP with tissue… @URL	anger_fear_shock_indifference_sadness
1576	Booooooom you smelly cunt it's about time lufc had a bit of luck fuck forest love Leeds #lufc #mot @URL	shock_indifference
2743	@user It does say immigrants so it must include a lot of peeps who stayed after they came over to study.… @URL	anger_shock
3870	I was listening and watching some of kwame Nkrumah's achievement to our country and Africa at Large on media hubs… @URL	shock_indifference
1435	@user @user why did you say ching chong all the time?	confusion_sadness
2555	@user @user @user ILLEGAL immigrants! Legal immigrants are welcome! Quit your lying!	sadness_disgust
3529	@user @user OK retard	sadness_indifference
652	shush nigger @URL	confusion_sadness_shock_indifference_disgust
4973	Easy solution: send all illegal aliens to Mazie Hirono's house. @URL	confusion_indifference
2279	@user @user We've noticed xD And he took the info he got and twisted it all around like a retard...	sadness_indifference
1090	@user It's probably cause you're a twat.	anger_fear_shock_sadness_disgust
4130	@user I think he\u2019s just a selfish twat tbHONESTHONEST	confusion_fear_shock_sadness_disgust
2878	@user Don't encourage us! We've got an 'it's okay to be white' bill going up	confusion_sadness
4081	My mom just told me she had to hold her pee bc she would pass out if she went. What kind of retard logic is that?	confusion_disgust
2041	A majority of Europeans favor taking in refugees but most disapprove of EU’s handling of the issue… @URL	shock_disgust
3919	@user Fuck you retard	anger_disgust
4806	@user Bye nigger lol	shock_indifference
719	This dude is a straight up cunt. @URL	anger_fear_shock_indifference_disgust
3118	@user What\u2019s a epically flat note I must be retarded or something	anger_confusion_fear_indifference_disgust
3048	Haha this cunt is paid to talk shit let him have his moment #Dicksucker @URL	confusion_disgust
1068	@user You're shitting me right? I just watched every single leftist completely ignore Elizabeth Warren prov\u2026 @URL	anger_fear_shock_indifference_disgust
673	F-you dipshit. Atleast she apologizes. Isnt that enough for a low self esteem cunt like you\n\nAgain. I'm sorry cat.\u2026 @URL	anger_disgust
1703	@user She presents her slow from a hammock stoned off her twat waving a handful of incense sticks around the place	confusion_disgust
3534	At least he\u2019s consistently a cunt #trump #Pittsburgh #UnfitToBePresident #UnfitForOffice @URL	anger_disgust
4251	This faggot looks like a walking HIV @URL	anger_indifference
553	@user Yeah what a faggot!	indifference_disgust
5573	People who insult Asians with \Ching Chong ching chong\ and \China\ forever have my burning hatred.	anger_indifference
2767	@user Yes.\nHe needs to fuck off to a Muslim country and practice there.\nTotal cunt tgat started all the o\u2026 @URL	anger_disgust
4287	Tbh it wouldn’t be hard to drain the refugees out of Europe. They aren’t smart. They make a lot of noise. Draw the… @URL	confusion_disgust
2545	This nigga dang retarded! \ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02\ud83d\ude02 @URL	anger_shock
1386	@user @user Don’t take the allegations seriously That’s feminazi brainwashing. See it for what it is. Context is everything.	confusion_fear_shock_sadness_disgust
2380	What a shit cunt \ud83d\ude02\ud83d\ude02\ud83d\ude02 @URL	anger_shock
1584	@user Can u take your aggression on that lady behind me? She\u2019s a giant twat	anger_shock
555	@user @user @user @user Both Democrat strongholds and essentially shithole countries all their own.	indifference_disgust
